통합ID	권역	정류장명(원본명 기준)	대표명(끝 번호 제거)	원본 항목 수	유형	주소	주소 여부	카카오맵 그룹	원본 URL	중복 검토ID	검토 상태	원본 별칭
ST-D-160	대산	오지2리_410	오지2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-050	유사표기 검토	오지2리_410
ST-D-161	대산	오지2리회관_503	오지2리회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-051	유사표기 검토	오지2리회관_503
ST-D-162	대산	오지2리회관_504	오지2리회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-051	유사표기 검토	오지2리회관_504
ST-D-163	대산	오지리_935	오지리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-052	유사표기 검토	오지리_935
ST-D-164	대산	오지리_936	오지리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-052	유사표기 검토	오지리_936
ST-D-165	대산	운산1리 경로당(마을회관)_622-70	운산1리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산1리 경로당(마을회관)_622-70
ST-D-166	대산	운산1리_70	운산1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-010	유사표기 검토	운산1리_70
ST-D-167	대산	운산1리_71	운산1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-010	유사표기 검토	운산1리_71
ST-D-168	대산	운산1리_609	운산1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-010	유사표기 검토	운산1리_609
ST-D-169	대산	운산1리_622-39	운산1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-010	유사표기 검토	운산1리_622-39
ST-D-170	대산	운산2리_181	운산2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산2리_181
ST-D-171	대산	운산2리(갈마) 경로당(마을회관)_223	운산2리(갈마) 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산2리(갈마) 경로당(마을회관)_223
ST-D-172	대산	운산3리_610	운산3리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산3리_610
ST-D-173	대산	운산3리(청양) 경로당(마을회관)_3	운산3리(청양) 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산3리(청양) 경로당(마을회관)_3
ST-D-174	대산	운산3리마을회관_517	운산3리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-053	유사표기 검토	운산3리마을회관_517
ST-D-175	대산	운산3리마을회관_518	운산3리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-053	유사표기 검토	운산3리마을회관_518
ST-D-176	대산	운산4리_423	운산4리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-054	유사표기 검토	운산4리_423
ST-D-177	대산	운산4리_424	운산4리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-054	유사표기 검토	운산4리_424
ST-D-178	대산	운산4리(갈월) 경로당(마을회관)_1432	운산4리(갈월) 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산4리(갈월) 경로당(마을회관)_1432
ST-D-179	대산	운산4리입구_337	운산4리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-055	유사표기 검토	운산4리입구_337
ST-D-180	대산	운산4리입구_338	운산4리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-055	유사표기 검토	운산4리입구_338
ST-D-181	대산	운산5리_3	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_3
ST-D-182	대산	운산5리_170	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_170
ST-D-183	대산	운산5리_171	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_171
ST-D-184	대산	운산5리_195	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_195
ST-D-185	대산	운산5리_196	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_196
ST-D-186	대산	운산5리_231	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_231
ST-D-187	대산	운산5리_232	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_232
ST-D-188	대산	운산5리_273	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_273
ST-D-189	대산	운산5리_274	운산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-001	유사표기 검토	운산5리_274
ST-D-190	대산	운산5리(회포) 경로당(마을회관)_37-16	운산5리(회포) 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산5리(회포) 경로당(마을회관)_37-16
ST-D-191	대산	운산리길_102	운산리길	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	운산리길_102
ST-D-192	대산	웅도리입구_307	웅도리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-016	유사표기 검토	웅도리입구_307
ST-D-193	대산	웅도리입구_310	웅도리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-016	유사표기 검토	웅도리입구_310
ST-D-194	대산	웅도리입구_311	웅도리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-016	유사표기 검토	웅도리입구_311
ST-D-195	대산	웅도입구_210	웅도입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-056	유사표기 검토	웅도입구_210
ST-D-196	대산	웅도입구_211	웅도입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-056	유사표기 검토	웅도입구_211
ST-D-197	대산	육계농장앞_258	육계농장앞	1	지점	충남 서산시 대산읍 영탑리 8-7	있음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	육계농장앞_258
ST-D-198	대산	은골_173	은골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	은골_173
ST-D-199	대산	자각산길_1	자각산길	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-057	유사표기 검토	자각산길_1
ST-D-200	대산	자각산길_2	자각산길	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-057	유사표기 검토	자각산길_2
ST-D-201	대산	종합사회복지관_831-2	종합사회복지관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-058	유사표기 검토	종합사회복지관_831-2
ST-D-202	대산	종합사회복지관_833	종합사회복지관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-058	유사표기 검토	종합사회복지관_833
ST-D-203	대산	참샘골농장_67	참샘골농장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-059	유사표기 검토	참샘골농장_67
ST-D-204	대산	참샘골농장_68	참샘골농장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-059	유사표기 검토	참샘골농장_68
ST-D-205	대산	청량_558	청량	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	청량_558
ST-D-206	대산	큰골_151	큰골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-060	유사표기 검토	큰골_151
ST-D-207	대산	큰골_152	큰골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-060	유사표기 검토	큰골_152
ST-D-208	대산	큰말_557	큰말	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	큰말_557
ST-D-209	대산	풍림아파트_1841	풍림아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	풍림아파트_1841
ST-D-210	대산	학교앞_460	학교앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-017	유사표기 검토	학교앞_460
ST-D-211	대산	학교앞_461	학교앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-017	유사표기 검토	학교앞_461
ST-D-212	대산	학교앞_464	학교앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-017	유사표기 검토	학교앞_464
ST-D-213	대산	한국석유공사_106	한국석유공사	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-061	유사표기 검토	한국석유공사_106
ST-D-214	대산	한국석유공사_107	한국석유공사	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-061	유사표기 검토	한국석유공사_107
ST-D-215	대산	한미아파트_65	한미아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-062	유사표기 검토	한미아파트_65
ST-D-216	대산	한미아파트_66	한미아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-062	유사표기 검토	한미아파트_66
ST-D-217	대산	해서염전_882	해서염전	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	해서염전_882
ST-D-218	대산	현대오일뱅크_157	현대오일뱅크	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-063	유사표기 검토	현대오일뱅크_157
ST-D-219	대산	현대오일뱅크_158	현대오일뱅크	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-063	유사표기 검토	현대오일뱅크_158
ST-D-220	대산	화곡1리 마을회관_35	화곡1리 마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	화곡1리 마을회관_35
ST-D-221	대산	화곡2리_2491	화곡2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-004	유사표기 검토	화곡2리_2491
ST-D-222	대산	화곡2리_2500	화곡2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-004	유사표기 검토	화곡2리_2500
ST-D-223	대산	화곡2리_2595	화곡2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-004	유사표기 검토	화곡2리_2595
ST-D-224	대산	화곡2리_2596	화곡2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-004	유사표기 검토	화곡2리_2596
ST-D-225	대산	화곡2리_2661	화곡2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-004	유사표기 검토	화곡2리_2661
ST-D-226	대산	화곡2리회관_2636	화곡2리회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-064	유사표기 검토	화곡2리회관_2636
ST-D-227	대산	화곡2리회관_2639	화곡2리회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-064	유사표기 검토	화곡2리회관_2639
ST-D-228	대산	화곡3리경로당(마을회관)_8	화곡3리경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	화곡3리경로당(마을회관)_8
ST-D-229	대산	화곡3리마을회관_34	화곡3리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	화곡3리마을회관_34
ST-D-230	대산	황금산1교차로_114	황금산1교차로	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	황금산1교차로_114
ST-D-231	대산	황금산종점_166	황금산종점	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	황금산종점_166
ST-D-232	대산	KCC대죽공장_169	KCC대죽공장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-065	유사표기 검토	KCC대죽공장_169
ST-D-233	대산	KCC대죽공장_170	KCC대죽공장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-065	유사표기 검토	KCC대죽공장_170
ST-D-234	대산	KCC사원아파트_141	KCC사원아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-066	유사표기 검토	KCC사원아파트_141
ST-D-235	대산	KCC사원아파트_144	KCC사원아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-066	유사표기 검토	KCC사원아파트_144
ST-D-236	대산	LG사원아파트_258	LG사원아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-067	유사표기 검토	LG사원아파트_258
ST-D-237	대산	LG사원아파트_259	LG사원아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-067	유사표기 검토	LG사원아파트_259
ST-D-238	대산	LG화학(서문)_83	LG화학(서문)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	LG화학(서문)_83
ST-H-001	해미	관유리 경로당(마을회관)_10	관유리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	관유리 경로당(마을회관)_10
ST-H-002	해미	관유리_503	관유리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-010	유사표기 검토	관유리_503
ST-H-003	해미	관유리_547	관유리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-010	유사표기 검토	관유리_547
ST-H-004	해미	관유리_548	관유리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-010	유사표기 검토	관유리_548
ST-H-005	해미	귀밀리_701	귀밀리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-016	유사표기 검토	귀밀리_701
ST-H-006	해미	귀밀리_702	귀밀리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-016	유사표기 검토	귀밀리_702
ST-H-007	해미	귀밀리회관_732	귀밀리회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	귀밀리회관_732
ST-H-008	해미	기지1리 경로당(마을회관)_161	기지1리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	기지1리 경로당(마을회관)_161
ST-H-009	해미	기지1리_101	기지1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-017	유사표기 검토	기지1리_101
ST-H-010	해미	기지1리_102	기지1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-017	유사표기 검토	기지1리_102
ST-H-011	해미	기지1리회관_339	기지1리회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-018	유사표기 검토	기지1리회관_339
ST-H-012	해미	기지1리회관_340	기지1리회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-018	유사표기 검토	기지1리회관_340
ST-H-013	해미	기지2리 경로당(마을회관)_70	기지2리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	기지2리 경로당(마을회관)_70
ST-H-014	해미	기지2리_63	기지2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-011	유사표기 검토	기지2리_63
ST-H-015	해미	기지2리_64	기지2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-011	유사표기 검토	기지2리_64
ST-H-016	해미	기지2리_274	기지2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-011	유사표기 검토	기지2리_274
ST-H-017	해미	대곡1리_52	대곡1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-019	유사표기 검토	대곡1리_52
ST-H-018	해미	대곡1리_110	대곡1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-019	유사표기 검토	대곡1리_110
ST-H-019	해미	대곡1리마을회관_59	대곡1리마을회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	대곡1리마을회관_59
ST-H-020	해미	대곡2리 경로당(마을회관)_32	대곡2리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	대곡2리 경로당(마을회관)_32
ST-H-021	해미	대곡2리_316	대곡2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	대곡2리_316
ST-H-022	해미	대곡리_113	대곡리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	대곡리_113
ST-H-023	해미	동암리 경로당(마을회관)_218	동암리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	동암리 경로당(마을회관)_218
ST-H-024	해미	동암리_122	동암리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-005	유사표기 검토	동암리_122
ST-H-025	해미	동암리_123	동암리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-005	유사표기 검토	동암리_123
ST-H-026	해미	동암리_195	동암리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-005	유사표기 검토	동암리_195
ST-H-027	해미	동암리_196	동암리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-005	유사표기 검토	동암리_196
ST-H-028	해미	동암회관_201-13	동암회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-006	유사표기 검토	동암회관_201-13
ST-H-029	해미	동암회관_201-14	동암회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-006	유사표기 검토	동암회관_201-14
ST-H-030	해미	동암회관_201-37	동암회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-006	유사표기 검토	동암회관_201-37
ST-H-031	해미	동암회관_201-38	동암회관	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-006	유사표기 검토	동암회관_201-38
ST-H-032	해미	반양1리 경로당(마을회관)_26	반양1리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	반양1리 경로당(마을회관)_26
ST-H-033	해미	반양2리 경로당(마을회관)_46	반양2리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	반양2리 경로당(마을회관)_46
ST-H-034	해미	반양2리_71	반양2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-012	유사표기 검토	반양2리_71
ST-H-035	해미	반양2리_72	반양2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-012	유사표기 검토	반양2리_72
ST-H-036	해미	반양2리_887	반양2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-012	유사표기 검토	반양2리_887
ST-H-037	해미	반양리_33	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_33
ST-H-038	해미	반양리_34	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_34
ST-H-039	해미	반양리_35	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_35
ST-H-040	해미	반양리_36	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_36
ST-H-041	해미	반양리_37	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_37
ST-H-042	해미	반양리_983	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_983
ST-H-043	해미	반양리_1002	반양리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-002	유사표기 검토	반양리_1002
ST-H-044	해미	사창벌_99	사창벌	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-020	유사표기 검토	사창벌_99
ST-H-045	해미	사창벌_106	사창벌	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-020	유사표기 검토	사창벌_106
ST-H-046	해미	산수리 경로당(마을회관)_38	산수리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	산수리 경로당(마을회관)_38
ST-H-047	해미	산수리_66	산수리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-021	유사표기 검토	산수리_66
ST-H-048	해미	산수리_69	산수리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-021	유사표기 검토	산수리_69
ST-H-049	해미	삼송1리 경로당(마을회관)_95	삼송1리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	삼송1리 경로당(마을회관)_95
ST-H-050	해미	삼송1리_55	삼송1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-013	유사표기 검토	삼송1리_55
ST-H-051	해미	삼송1리_56	삼송1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-013	유사표기 검토	삼송1리_56
ST-H-052	해미	삼송1리_94	삼송1리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-013	유사표기 검토	삼송1리_94
ST-H-053	해미	삼송2리 경로당(마을회관)_18	삼송2리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	삼송2리 경로당(마을회관)_18
ST-H-054	해미	삼송2리_16	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_16
ST-H-055	해미	삼송2리_17	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_17
ST-H-056	해미	삼송2리_121	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_121
ST-H-057	해미	삼송2리_122	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_122
ST-H-058	해미	삼송2리_383	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_383
ST-H-059	해미	삼송2리_384	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_384
ST-H-060	해미	삼송2리_453	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_453
ST-H-061	해미	삼송2리_454	삼송2리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-001	유사표기 검토	삼송2리_454
ST-H-062	해미	삼송리_234	삼송리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-003	유사표기 검토	삼송리_234
ST-H-063	해미	삼송리_235	삼송리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-003	유사표기 검토	삼송리_235
ST-H-064	해미	삼송리_271	삼송리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-003	유사표기 검토	삼송리_271
ST-H-065	해미	삼송리_272	삼송리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-003	유사표기 검토	삼송리_272
ST-H-066	해미	삼송리_313	삼송리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-003	유사표기 검토	삼송리_313
ST-H-067	해미	삼송리_316	삼송리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-003	유사표기 검토	삼송리_316
ST-H-068	해미	서산고등학교_27	서산고등학교	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-022	유사표기 검토	서산고등학교_27
ST-H-069	해미	서산고등학교_28	서산고등학교	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-022	유사표기 검토	서산고등학교_28
ST-H-070	해미	송덕암_4	송덕암	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	송덕암_4
ST-H-071	해미	송덕암교차로_3	송덕암교차로	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	송덕암교차로_3
ST-H-072	해미	신상2리_56-1	신상2리	1	지점	서산시 해미면 조산리 102-8	있음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	신상2리_56-1
ST-H-073	해미	신상3리_12	신상3리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	신상3리_12
ST-H-074	해미	신창리_508(개심사입구)	신창리(개심사입구)	1	지점		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	신창리_508(개심사입구)
ST-H-075	해미	양림리 경로당(마을회관)_256	양림리 경로당(마을회관)	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	-	원본명 기준 통합	양림리 경로당(마을회관)_256
ST-H-076	해미	양림리_175	양림리	1	주소		없음	행복버스(해미 정류장)	https://kko.to/RQxo72diCp	RV-H-004	유사표기 검토	양림리_175
